Periodo Hasta AA-Actual;C.Ofi;Oficina Venta;C.Prev;Preventa;Cod.Cliente;Nombre Comercial;CodigoInterno;Cod.Cad;Cadena;Agrupacion;Tipo Establecimiento;Fecha Alta;Ult.Comp.Helados;Ref.Cum Actual;Ref.Cum Anterior;Desviacion;Ref.Tot Anterior;Ref.SinCompra 1;Ref.SinCompra 2;Ref.SinCompra 3;
05-2025 -> 05-2026;2866;LORCA;10;EDGAR WIDRIDO GRANDA;401404223;CARNICERIA FRUTERIA ATLAS;9651;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/04/2025;10/04/2025;0;36;-36;36;MDLZ BB MILKA N2 20X90ML;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;401327317;EL PUCHERO;8843;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2022;29/04/2026;22;27;-5;27;MAXIBON CLASIC N5 24X140 ;MAXIBON WAFFLE N2 24X140;PIR COOL FRESA N3 24X99ML;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401314874;HONGYINN QI;9524;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/06/2021;04/04/2026;28;29;-1;29;CONO KIT KAT N5 16x110ML;MAXIBON WAFFLE N2 24X140;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;400828470;RESTAURANTE EL PEREJIL;9041;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;27/02/2009;13/05/2026;31;36;-5;36;PIRULO SANDIA N4 36x73ML;MAXIBON CHSCAKE 24X140ML ;MDLZ OREO BTOP N1 20x100;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401180640;CAFETERIA HORTENSIA;31939;;;Bares y Cafeter¡as;BAR Y CAFETERIA;15/03/2012;07/05/2026;19;23;-4;23;MDLZ BBTOBLERONE N1 20X90;NUII TEXPECAN N1 20X90;MDLZ OREO BTOP N1 20x100;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401238851;CASH ALMERIA 7 DIAS;31018;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;08/05/2018;10/04/2026;22;24;-2;24;MAXIBON COOKIE N5 24x150;MAXIBON WAFFLE N2 24X140;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;401265512;CAFETERIA HELADERIA OCEAN;9105;000009250;FELIPA;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2019;28/04/2026;17;36;-19;36;MDLZ BB MILKA N2 20X90ML;MAXIBON CHSCAKE 24X140ML ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;401206241;PAN Y ALIMENTACION DIEGO;8013;;;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;09/05/2017;13/08/2025;0;12;-12;12;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;MDLZ SNDW OREO 24X110;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401310970;SUMA PUENTE DEL RIO 65981;39537;B6604;TRANSGOURMET IBER FRANQ;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;29/04/2021;21/08/2025;0;15;-15;15;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;99;DISTRIBUIDOR LORCA "A";401288033;CONGECAR;2040;;;Varios;VARIOS/OTROS NO CLASIFICABLES;24/02/2020;17/04/2026;4;5;-1;5;MAXIBON CHSCAKE 24X140ML ;MDLZ MNBITCUP OREO 12x105;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401288638;BAR EL TIMON;31937;;;Bares y Cafeter¡as;BAR Y CAFETERIA;09/03/2020;05/05/2026;6;8;-2;8;NUII ALM.JAVA N5 20X90;NUII NA CH.NEG N2 20x90;EXTR LM CHESCK 16x110ML;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401401059;DONER KEBAD PUENTE ALBERC;9842;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2025;10/09/2025;0;22;-22;22;PIRULO TROPICALN1 20x70ml;EXTR DOBLE CHON2 16x120ML;MDLZ MNBITCUP OREO 12x105;
05-2025 -> 05-2026;2866;LORCA;93;MARI CARMEN PREVENTA;401180224;KARTING ROQUETAS;30160;;;Ocio;PARQUE DE ATRACCIONES/PARQUES ;10/06/1999;11/05/2026;6;7;-1;7;EXTR DOBLE CHON2 16x120ML;;;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;401402836;HELADERIA ANYAN;9655;;;Ocio;HELADERIAS/HORCHATERIAS;01/03/2025;08/05/2026;16;36;-20;36;MDLZ BB MILKA N2 20X90ML;MDLZ BBTOBLERONE N1 20X90;MAXIBON WAFFLE N2 24X140;
05-2025 -> 05-2026;2866;LORCA;83;JOSE ANTONIO SOLER;401180520;PIZZERIA SINGAPUR III@;30978;000013227;PIZZERIAS SINGAPUR@;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;18/02/2010;13/05/2026;9;11;-2;11;NUII NA CH.NEG N2 20x90;MAXIBON CLASIC N5 24X140 ;NUII ALMBCO JAVA N2 20X90;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401263801;HELADERIA ARIAS.COM;8512;;;Ocio;HELADERIAS/HORCHATERIAS;18/03/2019;29/04/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180708;CHIRINGUITO EL ANCLA@;30228;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;21/02/2013;28/04/2026;3;10;-7;10;MDLZ SNDW OREO 24X110;CONO KIT KAT N5 16x110ML;PIRL MIKOLAPIZ N4 20x88ML;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401180479;ASADOR DE POLLOS ANA;30095;;;Conveniencia;COMIDA PREPARADA/ASADORES DE P;16/03/2009;30/04/2026;6;8;-2;8;MAXIBON CHSCAKE 24X140ML ;NUII ALM.JAVA N5 20X90;PIRL MIKOLAPIZ N4 20x88ML;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401403327;ALIMENTACION LIN;7278;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/04/2025;02/04/2025;0;5;-5;5;PIR FANTASMIKOS N5 18X75;PIRULO SANDIA N4 36x73ML;EXTR CRML SALADO 16x110ML;
05-2025 -> 05-2026;2866;LORCA;05;JOSE SANCHEZ;401363147;AREA DE SERVICIO AGETRANS;8940;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/07/2023;12/05/2026;17;28;-11;28;MAXIBON WAFFLE N2 24X140;NUII CRM AUSTRAL.N4 20X90;NUII ALM.JAVA N5 20X90;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401180359;PUERTAS BAR;32746;;;Bares y Cafeter¡as;BAR Y CAFETERIA;16/03/2006;05/05/2026;18;21;-3;21;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401261409;SUPERMERCADO PEPE;9221;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;18/02/2019;02/05/2026;23;24;-1;24;MAXIBON CHSCAKE 24X140ML ;MAXIBON WAFFLE N2 24X140;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;92;MARIA PREVENTA MARIA;401354037;ESAL MOJACAR-PARAJE LOS G;39545;B6819;CARREFOUR EXPRESS;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/04/2023;03/04/2025;0;8;-8;8;MDLZ BB MILKA N2 20X90ML;MAXIBON CLASIC N5 24X140 ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180282;TIENDA ENIX;30625;;;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;01/07/2002;13/08/2025;0;6;-6;6;PIRULO SANDIA N4 36x73ML;NUII CRM AUSTRAL.N4 20X90;PIR COOL FRESA N3 24X99ML;
05-2025 -> 05-2026;2866;LORCA;10;EDGAR WIDRIDO GRANDA;401378010;SUPERMERCADO ENNACIRI;8364;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/03/2024;04/04/2025;0;26;-26;26;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;80;JUAN LUIS GALLEGO ;401180554;ACEBUCHE IMPULSO;30140;B6709;TRABAJO PENITENCIARIO Y FORMACION;Colectividades;CENTROS PENITENCIARIOS/EDUCATI;14/07/2010;11/09/2025;0;7;-7;7;CHOCOCLACK N2 24x90ML;NUII CRM AUSTRAL.N4 20X90;NUII ALM.JAVA N5 20X90;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401261982;CERVECERIA ANGEL;9233;;;Bares y Cafeter¡as;BAR Y CAFETERIA;25/02/2019;02/04/2026;2;4;-2;4;EXTR DOBLE CHON2 16x120ML;PIR FANTASMIKOS N5 18X75;;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401180278;BOGAS LOCUTORIO;30621;;;Impulso Tradicional;LIBRERIAS/PAPELERIAS/VIDEO CLU;13/05/2004;25/04/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401198136;LA TAPERIA;32745;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/03/2017;01/04/2025;0;29;-29;29;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401200015;RESTAURANTE MAGAN;30733;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;20/03/2017;06/05/2026;4;6;-2;6;MAXIBON CLASIC N5 24X140 ;EXTR FRESA NA N3 16X120ML;SMARTIES PUSHUP 20x85MLN7;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180654;KIOSCO ROGELIO;30204;;;Casetas NESTLE;CASETA/KIOSCO NESTLE (PROPIEDA;14/04/2012;20/10/2025;0;36;-36;36;MDLZ BB MILKA N2 20X90ML;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401383854;ASADOR GUMPOLLOS;32558;;;Conveniencia;COMIDA PREPARADA/ASADORES DE P;01/04/2024;23/07/2025;0;9;-9;9;MAXIBON CHSCAKE 24X140ML ;MDLZ SNDW OREO 24X110;PIRULO SANDIA N4 36x73ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180701;TIENDA PASEO LOS BA¥OS;31825;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;11/02/2013;12/05/2026;0;21;-21;21;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;PIR FANTASMIKOS N5 18X75;
05-2025 -> 05-2026;2866;LORCA;13;JOAQUIN GARCIA;401122539;SUPER POLARIS WORLD 813;6440;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;28/03/2015;02/05/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401392856;24 HOTSD KOKI 2;35058;000018691;24 HORAS KOKI;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/10/2024;05/05/2026;15;18;-3;18;MAXIBON CHSCAKE 24X140ML ;EXTR DOBLE CHON2 16x120ML;MDLZ SNDW OREO 24X110;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401180238;ANTARTIDA HELADERIA;30588;000013241;PUERTAS PUERTAS;Ocio;HELADERIAS/HORCHATERIAS;15/09/2000;08/05/2026;0;24;-24;24;PIRULO SANDIA N4 36x73ML;SMARTIES PUSHUP 20x85MLN7;PIR FANTASMIKOS N5 18X75;
05-2025 -> 05-2026;2866;LORCA;93;MARI CARMEN PREVENTA;401367714;E.S.REPSOL;32127;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;01/12/2023;07/05/2026;35;36;-1;36;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;PIRULO FRUIT JOY 24X65ML;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;400821423;KARTING GARRUCHA;8446;;;Bares y Cafeter¡as;BAR Y CAFETERIA;19/12/2008;28/03/2026;14;26;-12;26;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;MAXIBON WAFFLE N2 24X140;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401296438;BAR VALERO;9551;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/07/2020;17/04/2026;14;26;-12;26;MAXIBON CHSCAKE 24X140ML ;MAXIBON COOKIE N5 24x150;MAXIBON WAFFLE N2 24X140;
05-2025 -> 05-2026;2866;LORCA;93;MARI CARMEN PREVENTA;401236320;HOTEL MOJACAR PLAYA ACUAP;30993;B6505;GRUPO HOTELES PLAYA, S.L.;Hoteles y Hostales;HOTELES Y HOSTALES;16/04/2018;17/09/2025;0;25;-25;25;MDLZ SNDW OREO 24X110;MAXIBON CLASIC N5 24X140 ;PIRULO SANDIA N4 36x73ML;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401180357;MAIZ TOASTED CHUCHERIAS;30016;;;Impulso Tradicional;TIENDAS DE CHUCHERIAS/FRUTOS S;14/03/2006;07/05/2026;24;29;-5;29;PIRULO SANDIA N4 36x73ML;CONO KIT KAT N5 16x110ML;MDLZ OREO BTOP N1 20x100;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401349459;EL BALNEARIO;30268;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2023;05/07/2025;0;7;-7;7;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401363453;HAO HAO BAZAR ALIMENTACIO;8371;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;17/07/2023;25/04/2026;8;21;-13;21;EXTREME NATA N2 16X110ML;MDLZ MNBITCUP OREO 12x105;PIRL MIKOLAPIZ N4 20x88ML;
05-2025 -> 05-2026;2866;LORCA;10;EDGAR WIDRIDO GRANDA;401408078;BAR RELAX;9104;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2025;27/05/2025;0;12;-12;12;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;MDLZ SNDW OREO 24X110;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;400925039;CAFE PUB LA COLONIAL;4581;;;Bares y Cafeter¡as;BAR Y CAFETERIA;12/05/2010;08/05/2026;7;8;-1;8;MAXIBON COOKIE N5 24x150;MDLZ SNDW OREO 24X110;NUII TEXPECAN N1 20X90;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401402236;TERRAZA BAR ALSODUX;32823;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2025;05/03/2026;4;23;-19;23;MDLZ SNDW OREO 24X110;NUII CRM AUSTRAL.N4 20X90;CHOCOCLACK N2 24x90ML;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401381433;EL CHIRINGUITO MARIA;8452;000018356;CHIRINGUITO VELEZ BLANCO/;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/04/2024;08/05/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401377722;CANDY SHOP;8569;;;Impulso Tradicional;TIENDAS DE CHUCHERIAS/FRUTOS S;01/02/2024;19/02/2026;18;20;-2;20;PIRULO TROPICALN1 20x70ml;MAXIBON CHSCAKE 24X140ML ;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180595;CAFETERIA EDM;30168;;;Bares y Cafeter¡as;BAR Y CAFETERIA;23/05/2011;09/07/2025;0;5;-5;5;BOKA ZAS NATA N4 24x100ML;EXTR FRESA NA N3 16X120ML;EXTR CRML SALADO 16x110ML;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401316179;CHIRINGUITO PUERTO;32811;000016516;MUELLE-13;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;23/06/2021;06/05/2026;8;9;-1;9;SMARTIES PUSHUP 20x85MLN7;MAXIBON COOKIE N5 24x150;MDLZ SNDW OREO 24X110;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401307916;ALIMENTACION EL BUEN PREC;8231;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;22/03/2021;04/04/2026;12;13;-1;13;MAXIBON CLASIC N5 24X140 ;MAXIBON CHSCAKE 24X140ML ;MDLZ OREO BTOP N1 20x100;
05-2025 -> 05-2026;2866;LORCA;05;JOSE SANCHEZ;866014229;LA PERDIZ CASA FORESTAL;4229;8660147;EL BERRO;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/01/1998;08/05/2026;20;26;-6;26;EXTREME NATA N2 16X110ML;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401351406;CLUB DE TENIS LOS ALAMOS;8494;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2023;17/04/2026;25;27;-2;27;PIR COOL FRESA N3 24X99ML;MAXIBON WAFFLE N2 24X140;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401080515;E.S. LA CAMPANA;9660;8660194;ESTACION DE SERV.MUNUERA;Conveniencia;ESTACIONES DE SERVICIO / GASOL;11/04/2014;02/05/2025;0;21;-21;21;CHOCOCLACK N2 24x90ML;BOKA ZAS NATA N4 24x100ML;EXTR FRESA NA N3 16X120ML;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;401201757;ALIMENTACION SU;9249;000019173;ALIMENTACION SU;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;03/04/2017;13/05/2026;29;30;-1;30;MDLZ MNBITCUP OREO 12x105;MAXIBON WAFFLE N2 24X140;NUII TEXPECAN N1 20X90;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401403956;E.S. SAN ISIDRO 12567;30653;000000282;CAMPSA-REPS-PETRON-ABANDE;Conveniencia;ESTACIONES DE SERVICIO / GASOL;01/04/2025;25/10/2025;0;22;-22;22;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;MDLZ SNDW OREO 24X110;
05-2025 -> 05-2026;2866;LORCA;10;EDGAR WIDRIDO GRANDA;401403957;ARTESANOS DE PULPI;6063;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2025;09/04/2025;0;36;-36;36;MDLZ BB MILKA N2 20X90ML;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;866016337;BAR EL GATO;6337;;;Bares y Cafeter¡as;BAR Y CAFETERIA;12/12/2006;08/05/2026;16;17;-1;17;MAXIBON CHSCAKE 24X140ML ;NUII TEXPECAN N1 20X90;EXTR VAINILLA N4 16x120ML;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;866010522;SUPERMERCADO PEPA;8031;8660159;MESON PEPA Y GALDEANO, S.;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;22/03/2000;13/05/2026;30;36;-6;36;PIRULO MANGO 36x70ML;PIRULO FRUIT JOY 24X65ML;MAXIBON WAFFLE N2 24X140;
05-2025 -> 05-2026;2866;LORCA;80;JUAN LUIS GALLEGO ;401263661;BAR EL TONEL;32414;000017417;BAR EL TONEL;Bares y Cafeter¡as;BAR Y CAFETERIA;18/03/2019;05/09/2025;0;19;-19;19;MDLZ BB MILKA N2 20X90ML;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;401402015;BAR COLON;9649;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2025;03/09/2025;0;16;-16;16;PIR FANTASMIKOS N5 18X75;PIRULO SANDIA N4 36x73ML;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401350698;BAR RESTAURANTE LA HOYA;30736;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2023;07/05/2026;20;26;-6;26;SMARTIES PUSHUP 20x85MLN7;MAXIBON CHSCAKE 24X140ML ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401405425;CENTRO 3¦ EDAD PADULES;35073;000019328;PISCINA PADULES;Varios;VARIOS/OTROS NO CLASIFICABLES;01/04/2025;22/05/2025;0;10;-10;10;MAXIBON COOKIE N5 24x150;CHOCOCLACK N2 24x90ML;EXTR DOBLE CHON2 16x120ML;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401408301;CHIRINGUITO RINCON DEL PT;30463;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/05/2025;29/08/2025;0;24;-24;24;MDLZ BB MILKA N2 20X90ML;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;866011106;MESON PEPA;7939;8660159;MESON PEPA Y GALDEANO, S.;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/01/1998;13/05/2026;35;36;-1;36;EXTR LM CHESCK 16x110ML;PIRULO FRUIT JOY 24X65ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;866011186;EST.SERVICIO CIUDAD SOL;1186;000010351;ANDAMUR;Conveniencia;ESTACIONES DE SERVICIO / GASOL;30/05/2001;29/04/2026;13;15;-2;15;MDLZ BB MILKA N2 20X90ML;MAXIBON CLASIC N5 24X140 ;MDLZ OREO BTOP N1 20x100;
05-2025 -> 05-2026;2866;LORCA;10;EDGAR WIDRIDO GRANDA;401406265;RESTAURANTE LA GASOLINERA;9625;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/05/2025;24/10/2025;0;26;-26;26;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401355186;RINCON DE PAQUI;32582;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/04/2023;07/05/2026;5;9;-4;9;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401348196;ENDULZATE;32501;000017996;ENDULZATE;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;01/02/2023;22/04/2026;20;21;-1;21;MAXIBON CHSCAKE 24X140ML ;PIRULO MANGO 36x70ML;NUII TEXPECAN N1 20X90;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401266544;CRCA VILLA AFRICA, S.L.;31889;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;08/04/2019;13/05/2026;18;21;-3;21;NUII CRM AUSTRAL.N4 20X90;NUII TEXPECAN N1 20X90;EXTR FRESA NA N3 16X120ML;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401206260;MUELLE-13;31159;000016516;MUELLE-13;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;10/05/2017;09/05/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401210141;ACUARION ROQUETAS;30822;B6505;GRUPO HOTELES PLAYA, S.L.;Bares y Cafeter¡as;BAR Y CAFETERIA;01/06/2017;27/08/2025;0;7;-7;7;MAXIBON CLASIC N5 24X140 ;MDLZ SNDW OREO 24X110;MDLZ OREO BTOP N1 20x100;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401287876;BAR FREIDURIA LA FAROLA;9162;;;Bares y Cafeter¡as;BAR Y CAFETERIA;24/02/2020;12/05/2026;11;17;-6;17;PIRL COOL LIMON N3 24X99;MAXIBON CHSCAKE 24X140ML ;NUII TEXPECAN N1 20X90;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401400151;KIOSCO LA ISLETA;32768;;;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;01/02/2025;28/04/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;400970568;RECEPCION TIENDA CAMPING;2123;000003793;LA TASCA;Ocio;CAMPING/PISCINAS/POLIDEPORTIVO;27/07/2011;07/04/2026;15;27;-12;27;CHOCOCLACK N2 24x90ML;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180626;HELADERIA VENECIA;30187;;;Ocio;HELADERIAS/HORCHATERIAS;25/02/2012;29/04/2026;24;26;-2;26;MAXIBON WAFFLE N2 24X140;PIRULO MANGO 36x70ML;NUII CRM AUSTRAL.N4 20X90;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401383698;CENTRO SOCIAL PASTRANA;8432;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2024;23/10/2025;0;9;-9;9;NUII ALM.JAVA N5 20X90;EXTR DOBLE CHON2 16x120ML;CHOCOCLACK N2 24x90ML;
05-2025 -> 05-2026;2866;LORCA;10;EDGAR WIDRIDO GRANDA;401384952;RESTARUANTE EL PASO;8554;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2024;13/08/2025;0;16;-16;16;MAXIBON CLASIC N5 24X140 ;PIRULO SANDIA N4 36x73ML;NUII NA CH.NEG N2 20x90;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401361226;E.S. LA TORRE;32628;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;01/06/2023;17/04/2026;8;9;-1;9;MAXIBON COOKIE N5 24x150;NUII ALM.JAVA N5 20X90;CHOCOCLACK N2 24x90ML;
