C.Ofi;Oficina Venta;C.Prev;Preventa;C¢d.Cliente;Nombre Comercial;C¢d.Interno;C¢d.Cad;Cadena;Agrupaci¢n;Tipo Establecimiento;Fecha Alta;Ult.Comp.Helados;Total Medios;Armarios;Conservadoras;Vitrinas;Otros;
2866;LORCA;93;MARI CARMEN PREVENTA;401367393;CIRCUITO TABERNAS;32349;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/11/2023;23/04/2026;1;0;1;0;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401363725;LOOPS&COFFEE LORCA;10382;000009215;LOOPS & COFFEE;Bares y Cafeter¡as;BAR Y CAFETERIA;01/07/2023;08/05/2026;2;0;1;1;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401353804;EROSKI PECHINA 4438;39544;B8084;EROSKI CST;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/04/2023;02/05/2026;1;0;1;0;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401349266;BAR EL GATO;10324;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2023;20/04/2026;1;1;0;0;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401226043;HOTEL OASIS TROPICAL;30878;B6835;BEST HOTELES;Hoteles y Hostales;HOTELES Y HOSTALES;29/12/2017;12/05/2026;4;1;3;0;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401222106;ALVAREZ LUCHA;30881;B7098;ALVAREZ LUCHA S.L.;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;13/12/2017;07/05/2026;1;0;1;0;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401181261;HOTEL MARINA MAR;30508;B6762;SERVIHOTEL, S.L;Hoteles y Hostales;HOTELES Y HOSTALES;11/05/2016;16/09/2025;5;2;3;0;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401181260;HOTEL MARINA PLAYA;30507;B6762;SERVIHOTEL, S.L;Hoteles y Hostales;HOTELES Y HOSTALES;11/05/2016;12/05/2026;10;2;7;1;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401180585;KARTING BAR;30578;;;Bares y Cafeter¡as;BAR Y CAFETERIA;25/04/2011;14/04/2026;1;0;1;0;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401180438;HOTEL ELBA ALMERIA;30073;B6520;ELBA HOTELES PENINSULA;Hoteles y Hostales;HOTELES Y HOSTALES;20/07/2007;12/05/2026;1;1;0;0;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401180421;OASIS PARQUE TEMATICO;30059;B6505;GRUPO HOTELES PLAYA, S.L.;Ocio;PARQUE DE ATRACCIONES/PARQUES ;04/05/2007;07/05/2026;21;2;19;0;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401334830;PXAL POETA PACO AQUINO CA;39542;B6819;CARREFOUR EXPRESS;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/06/2022;03/07/2025;1;0;1;0;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401331621;PXAL FEDERICO GARCIA LORC;39539;B6819;CARREFOUR EXPRESS;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/05/2022;07/05/2026;1;0;1;0;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401317489;CASH BOROSA ROQUETAS;39538;B7098;ALVAREZ LUCHA S.L.;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/07/2021;08/05/2026;1;0;1;0;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401302450;SUPERMERCADO AMA;39533;B8023;TIENDAS AMA;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/12/2020;05/05/2026;3;0;3;0;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401299433;E.S.ENERGY Y CARBURANTES;32074;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;05/10/2020;09/04/2026;1;0;1;0;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401288253;E.S.A.LFARO N§10326;39530;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;02/03/2020;30/04/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401420751;RESTAURANTE LEONARDO;10372;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;09/02/2026;05/05/2026;1;0;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401403037;SUPERMERCADO ZAPILLO;32826;000019249;SUPER TOYO/ZAPILLO;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/03/2025;08/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;866015729;CAFETERIA KEOP'S;8529;000015187;KEOP'S;Bares y Cafeter¡as;BAR Y CAFETERIA;24/05/2005;08/05/2026;3;0;3;0;0;
2866;LORCA;03;MARTIN MANCHON;401408130;EL BURLADERO;9575;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2025;12/05/2026;1;1;0;0;0;
2866;LORCA;05;JOSE SANCHEZ;866016165;EL ARCO, BAR;6165;8660147;EL BERRO;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/01/1998;07/05/2026;3;1;2;0;0;
2866;LORCA;13;JOAQUIN GARCIA;401199154;RESTAURANTE MIRAS;8160;000013530;RSTAURANTE MIRAS;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;06/03/2017;07/05/2026;2;2;0;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401408301;CHIRINGUITO RINCON DEL PT;30463;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/05/2025;29/08/2025;1;0;1;0;0;
2866;LORCA;97;ALMACEN ALMACEN;866012354;SAN FRANCISCO, ASADERO;2354;8660136;PAREDES QUI¥ONERO;Conveniencia;COMIDA PREPARADA/ASADORES DE P;01/01/1998;05/03/2026;2;0;2;0;0;
2866;LORCA;72;JOSE MIGUEL  ACACIO;401180359;PUERTAS BAR;32746;;;Bares y Cafeter¡as;BAR Y CAFETERIA;16/03/2006;05/05/2026;2;0;2;0;0;
2866;LORCA;35;RAUL MARTINEZ ;401422751;BAR RESTAURANTE LA MAREA;32853;;;Bares y Cafeter¡as;BAR Y CAFETERIA;09/03/2026;;2;1;1;0;0;
2866;LORCA;15;ALFONSO SALAS;401425513;EL BARRIO;10428;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/04/2026;14/04/2026;1;0;1;0;0;
2866;LORCA;81;ANDRES MARIA CRUZ;401366554;KIOSCO CARLOTA;31169;000013233;DON ANGEL-PORTOMAGNO;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;01/10/2023;05/05/2026;3;0;2;1;0;
2866;LORCA;82;LUIS PARDO;401374718;SUPREMO;32665;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;22/01/2024;29/04/2026;1;0;1;0;0;
2866;LORCA;83;JOSE ANTONIO SOLER;401180520;PIZZERIA SINGAPUR III@;30978;000013227;PIZZERIAS SINGAPUR@;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;18/02/2010;13/05/2026;1;1;0;0;0;
2866;LORCA;73;JOSE MIGUEL ANDUJAR;401180311;VIDEO CLUB TAZMANIA;30814;000000237;CANAL OCIO EUROPA, S.L.;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;19/03/2001;09/05/2026;1;0;1;0;0;
2866;LORCA;93;MARI CARMEN PREVENTA;401428000;LA CESTA JUAN CARLOS I;32926;B6604;TRANSGOURMET IBER FRANQ;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;07/05/2026;;1;0;1;0;0;
2866;LORCA;10;EDGAR WIDRIDO GRANDA;401422028;REST ATALAYA;10340;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;02/03/2026;08/05/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401161507;CASA MILAN MAGA¥A;7679;;;Bares y Cafeter¡as;BAR Y CAFETERIA;11/03/2016;07/05/2026;3;0;3;0;0;
2866;LORCA;33;DOMINGO GINER ;401127171;ALIMENTACION HAO KE LAI;7432;000002879;MERENDERO PADILLA;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;05/05/2015;09/05/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401127128;CAMPING LOS MADRILES;2150;8660178;MENDEZ LOPEZ;Ocio;CAMPING/PISCINAS/POLIDEPORTIVO;06/05/2015;02/04/2026;2;0;2;0;0;
2866;LORCA;33;DOMINGO GINER ;401075285;BAR MORABU;8625;;;Bares y Cafeter¡as;BAR Y CAFETERIA;03/03/2014;23/04/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401263801;HELADERIA ARIAS.COM;8512;;;Ocio;HELADERIAS/HORCHATERIAS;18/03/2019;29/04/2026;8;1;6;1;0;
2866;LORCA;33;DOMINGO GINER ;401261648;RESTAURANTE RINCON ELIAS;9222;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;22/02/2019;07/05/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401261409;SUPERMERCADO PEPE;9221;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;18/02/2019;02/05/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401261285;MINI SUPER MAO;9220;;;Bares y Cafeter¡as;BAR Y CAFETERIA;18/02/2019;21/02/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401256010;CONFITERIA CANELA;8815;000018192;CONFITERIA CANELA;Bares y Cafeter¡as;BAR Y CAFETERIA;28/01/2019;18/04/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401232852;PIZZERIA TREVI PLAYA;9097;;;Bares y Cafeter¡as;BAR Y CAFETERIA;09/03/2018;01/04/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401211957;LAS PLANCHAS;8636;;;Bares y Cafeter¡as;BAR Y CAFETERIA;26/06/2017;18/04/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401377014;ALIMENTACION BAZAR ISLA P;9095;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/02/2024;30/04/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401376653;CONFITERIA CANELO 2;9094;000018192;CONFITERIA CANELA;Bares y Cafeter¡as;BAR Y CAFETERIA;01/02/2024;28/03/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401359946;ALIMENTACION YANYAN;9145;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/06/2023;22/08/2025;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401352658;SAL Y ALMAGRE;8673;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2023;05/09/2025;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401350172;SUPER SOL BOLNUEVO;8419;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/03/2023;04/08/2025;2;0;2;0;0;
2866;LORCA;33;DOMINGO GINER ;401350169;SUPERMERCADO SUPER SOL;8972;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/03/2023;11/04/2026;2;0;2;0;0;
2866;LORCA;33;DOMINGO GINER ;401349502;BAZAR EUROPA ORIENTAR;7192;;;Conveniencia;BAZARES/SUVENIRES/TODO A 1_;01/03/2023;02/05/2026;2;0;2;0;0;
2866;LORCA;33;DOMINGO GINER ;401331765;KIOSCOS AREA CAMPER;8912;000016940;KIOSCO PUEBLO SALAO;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;01/05/2022;19/08/2025;4;0;4;0;0;
2866;LORCA;33;DOMINGO GINER ;401326884;RESTAURANTE EL PUERTO;7669;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/03/2022;05/05/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401325621;ALIMENTACION MULTIPRECIO;8259;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/02/2022;11/04/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401324660;RESTAURANTE SHANGHAI;8301;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/01/2022;12/05/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401315670;PANTERA ROSA;8271;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/06/2021;26/08/2025;2;0;2;0;0;
2866;LORCA;33;DOMINGO GINER ;401311009;CAFETERIA LA ERMITA;9401;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2021;23/04/2026;2;0;2;0;0;
2866;LORCA;33;DOMINGO GINER ;401309087;RERSTAURANTE YAHO;9409;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/04/2021;12/05/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401294646;RESTAURANTE VILLAMARES;9515;000015879;LA BODEGA;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;22/06/2020;08/05/2026;4;1;3;0;0;
2866;LORCA;33;DOMINGO GINER ;401287876;BAR FREIDURIA LA FAROLA;9162;;;Bares y Cafeter¡as;BAR Y CAFETERIA;24/02/2020;12/05/2026;1;1;0;0;0;
2866;LORCA;33;DOMINGO GINER ;401280362;RESTAURANTE PALENQUE;9320;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;06/11/2019;12/05/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401271067;PANADERIA COYFER;8599;000016366;PANADERIAS COYFER;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;21/05/2019;28/04/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401041797;TERRAZA DEL MAR;8911;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;05/06/2013;08/05/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401037413;CHIRINGUITO NARES;3587;000008931;LOPEZ SALINERO, RICARDO;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;09/05/2013;12/05/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;400966324;BAR DESCUADRE;5366;;;Bares y Cafeter¡as;BAR Y CAFETERIA;15/06/2011;30/07/2025;2;0;2;0;0;
2866;LORCA;33;DOMINGO GINER ;400847918;KIOSCO EL CASTELLAR;4067;000008931;LOPEZ SALINERO, RICARDO;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;04/06/2009;02/09/2025;3;0;3;0;0;
2866;LORCA;33;DOMINGO GINER ;400840747;CAFETERIA LUIS MIGUEL;296;;;Bares y Cafeter¡as;BAR Y CAFETERIA;29/04/2009;16/04/2026;2;0;2;0;0;
2866;LORCA;33;DOMINGO GINER ;400744799;E.S. PLAYASO PERCHELES;5160;000004425;BP OIL ESPA¥A S.A.U.;Conveniencia;ESTACIONES DE SERVICIO / GASOL;08/03/2007;23/04/2026;2;1;1;0;0;
2866;LORCA;33;DOMINGO GINER ;866020005;LIOS, BAR;8416;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/01/1998;07/05/2026;6;0;6;0;0;
2866;LORCA;33;DOMINGO GINER ;866016052;CAMPIN BOLNUEVO KIOSKO;6052;8660184;BOLNUEVO PLAYA, S.L.;Ocio;CAMPING/PISCINAS/POLIDEPORTIVO;27/04/2004;09/05/2026;3;0;3;0;0;
2866;LORCA;33;DOMINGO GINER ;866016051;CAMPING BOLNUEV CAFETERIA;6051;8660184;BOLNUEVO PLAYA, S.L.;Ocio;CAMPING/PISCINAS/POLIDEPORTIVO;27/04/2004;12/05/2026;2;1;1;0;0;
2866;LORCA;33;DOMINGO GINER ;866016003;RESTAURANTE EL CALDERO;5450;000008931;LOPEZ SALINERO, RICARDO;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;03/03/2004;09/05/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;866012695;LA BODEGA,RTE;9513;000015879;LA BODEGA;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;28/02/1998;08/05/2026;6;2;4;0;0;
2866;LORCA;33;DOMINGO GINER ;866012613;LOS ROSALES, BAR;2613;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/01/1998;29/04/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;866011264;PANADERIA COYFER, S.L.;1264;000016366;PANADERIAS COYFER;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;16/06/1998;28/04/2026;2;0;2;0;0;
2866;LORCA;33;DOMINGO GINER ;866010633;PIZZERIA COSTA;633;8660158;HERMANOS COSTA;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;03/12/1999;07/05/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;866010363;PLAYA GRANDE, HOTEL;363;8660135;LA MESEGUERA;Hoteles y Hostales;HOTELES Y HOSTALES;01/01/1998;25/04/2026;3;0;3;0;0;
2866;LORCA;33;DOMINGO GINER ;866010281;RTE.CHINA GRAN MUNDO;281;;;Restaurantes;RESTAURANTES CHINOS;25/06/2002;12/05/2026;5;1;3;1;0;
2866;LORCA;33;DOMINGO GINER ;401427588;HELADERIA CAFETERIA BORON;10458;;;Ocio;HELADERIAS/HORCHATERIAS;04/05/2026;;1;0;0;1;0;
2866;LORCA;33;DOMINGO GINER ;401426031;BAR MUNA;10438;;;Bares y Cafeter¡as;BAR Y CAFETERIA;13/04/2026;30/04/2026;2;0;1;1;0;
2866;LORCA;33;DOMINGO GINER ;401425516;SUPERMERCADO CAMPOSOL V;10429;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;06/04/2026;17/04/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401424659;BAR PONIENTE;10420;;;Bares y Cafeter¡as;BAR Y CAFETERIA;30/03/2026;11/04/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401423912;SUPER MOULOUD;8508;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;23/03/2026;27/03/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401423897;SNAK GAZA HALAL;9694;;;Bares y Cafeter¡as;BAR Y CAFETERIA;23/03/2026;27/03/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401423558;CHIRINGUITO;10411;000019711;VISTABELLA;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;20/03/2026;;3;0;3;0;0;
2866;LORCA;33;DOMINGO GINER ;401423557;FERRI CHIRINGUITO;10410;000019711;VISTABELLA;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;20/03/2026;08/05/2026;4;0;4;0;0;
2866;LORCA;33;DOMINGO GINER ;401423556;RESTAURANTE VISTABELLA;10409;000019711;VISTABELLA;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;20/03/2026;08/05/2026;4;1;3;0;0;
2866;LORCA;33;DOMINGO GINER ;401423202;ACHONERIA;10408;;;Bares y Cafeter¡as;BAR Y CAFETERIA;16/03/2026;30/04/2026;1;1;0;0;0;
2866;LORCA;33;DOMINGO GINER ;401423078;REST. COPO MARTIN;10336;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;09/03/2026;12/05/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401420761;RTE.LEONARDO SUL MADRE;10373;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/02/2026;11/04/2026;1;0;0;1;0;
2866;LORCA;33;DOMINGO GINER ;401412566;PUERTO KEBAB;9695;;;Bares y Cafeter¡as;HAMBURGUESERIA/KEBAB/FAST FOOD;01/07/2025;21/04/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401410206;QUICKSAVE-CAMPOSOL;9693;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/06/2025;19/09/2025;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401410056;CHIRINGUITO LA MEDUSA;9166;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/06/2025;05/09/2025;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401408655;RESTAURANTE MIRAMAR;9165;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/06/2025;02/05/2026;1;1;0;0;0;
2866;LORCA;33;DOMINGO GINER ;401406686;RTE.PUNTAS DE CALNEGRE;5708;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/05/2025;25/04/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401406555;BAR SOL;304;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2025;07/05/2026;1;1;0;0;0;
2866;LORCA;33;DOMINGO GINER ;401393110;CASA CLUB CAMPOSOL GOLD;5702;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/10/2024;30/04/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401386548;ROUTE 66;9096;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/06/2024;14/03/2026;1;0;1;0;0;
2866;LORCA;33;DOMINGO GINER ;401384583;CAMPING PLAYA PARAZUELOS;8433;;;Ocio;CAMPING/PISCINAS/POLIDEPORTIVO;01/05/2024;07/05/2026;3;0;3;0;0;
2866;LORCA;33;DOMINGO GINER ;401383698;CENTRO SOCIAL PASTRANA;8432;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2024;23/10/2025;1;0;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401377191;BAR EL TONEL 3;32679;000017417;BAR EL TONEL;Bares y Cafeter¡as;BAR Y CAFETERIA;01/02/2024;13/02/2026;2;1;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401374340;TIENDA ROZZ;32359;;;Impulso Tradicional;TIENDAS DE CHUCHERIAS/FRUTOS S;01/01/2024;12/05/2026;1;0;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401374284;CHIRINGUITO PESETA BAHIA ;32286;000018136;CHIRINGUITO PESETA BAHIA ;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/01/2024;20/03/2026;2;1;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401181934;PKAO 24 HORAS II;30668;000015235;PKO 24 HORAS;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;16/11/2016;08/05/2026;1;0;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401181174;ALIMENTACION KRISTINA;31929;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;26/02/2016;31/03/2026;1;0;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401181145;LA MARQUESINA;30420;000013239;SODA/MARQUESINA;Bares y Cafeter¡as;BAR Y CAFETERIA;09/11/2015;08/05/2026;4;1;3;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401181099;CAFETERIA EL JAYA;30399;;;Bares y Cafeter¡as;BAR Y CAFETERIA;13/06/2015;02/05/2026;2;0;2;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401180700;TIENDA 24 HORAS;30226;000015235;PKO 24 HORAS;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;07/02/2013;12/05/2026;1;1;0;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401180605;EL RINCON GOLOSO;32465;;;Impulso Tradicional;TIENDAS DE CHUCHERIAS/FRUTOS S;14/06/2011;05/05/2026;1;0;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401180554;ACEBUCHE IMPULSO;30140;B6709;TRABAJO PENITENCIARIO Y FORMACION;Colectividades;CENTROS PENITENCIARIOS/EDUCATI;14/07/2010;11/09/2025;17;0;17;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401373192;TURKO 24 HORAS;32352;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/12/2023;08/05/2026;3;0;3;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401358602;CAFETERIA NOMAR;32609;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2023;02/05/2026;1;0;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401358600;CAFETERIA Q, CAFE;32608;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2023;02/05/2026;1;0;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401355022;RESTAURANTE JAPONES;32579;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;24/04/2023;08/05/2026;1;1;0;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401351526;GELATERIA RETAMAR;31058;;;Ocio;HELADERIAS/HORCHATERIAS;01/03/2023;13/05/2026;2;0;1;1;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401348372;PK™ DULCE Y SALADO CENTRO;32503;000015235;PKO 24 HORAS;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;01/02/2023;12/05/2026;2;1;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401335995;HOTEL LA ENVIA GOLF;31673;;;Hoteles y Hostales;HOTELES Y HOSTALES;01/06/2022;12/05/2026;3;0;3;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401321766;TIENDA NOVA 18;32125;;;Varios;VARIOS/OTROS NO CLASIFICABLES;29/11/2021;28/04/2026;1;1;0;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401305726;HOTEL MOON;32082;000016275;HOTEL MOON;Hoteles y Hostales;HOTELES Y HOSTALES;22/02/2021;28/04/2026;2;0;2;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401288252;E.S.REPSOL BOCA RIO 13345;39529;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;02/03/2020;28/04/2026;1;1;0;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401286394;LA PERGOLA;31925;000013239;SODA/MARQUESINA;Bares y Cafeter¡as;BAR Y CAFETERIA;10/02/2020;12/05/2026;3;1;2;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401285455;MERENDERO TIO PEPE;32433;000015725;HELADERIA CAPRICHOSA;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;03/02/2020;09/05/2026;3;0;3;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401268511;HOTEL AR ALMERIMAR;31804;000015244;QUANTUM ASOCIADOS;Hoteles y Hostales;HOTELES Y HOSTALES;29/04/2019;12/05/2026;6;0;6;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401263399;TABERNA DOMI;31112;;;Bares y Cafeter¡as;BAR Y CAFETERIA;11/03/2019;08/05/2026;1;0;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401250559;BAR EL BARRO;32741;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;12/11/2018;12/05/2026;1;0;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401236977;CHIRINGUITO LA ORILLA;31005;000019237;CHIRINGUITO LA ORILLA;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;23/04/2018;11/05/2026;2;0;2;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401226415;HELADERIA LA INDIA CENTRO;30824;000014233;LA INDIA;Ocio;HELADERIAS/HORCHATERIAS;10/01/2018;13/05/2026;8;0;5;3;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401202163;HELADERIA QUINTO PINO;31912;000015856;QUINTO PINO;Ocio;HELADERIAS/HORCHATERIAS;04/04/2017;12/05/2026;3;0;3;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401180418;MARIOPARK;30056;000017675;PARQUES UNIDOS ANDALUCIA;Ocio;PARQUE DE ATRACCIONES/PARQUES ;03/05/2007;23/09/2025;9;1;7;1;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401180360;LOS DOMINGUEZ RESTAURANTE;32736;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;21/03/2006;02/05/2026;1;0;1;0;0;
