C.Ofi;Oficina Venta;C.Prev;Preventa;C¢d.Cliente;Nombre Comercial;C¢d.Interno;C¢d.Cad;Cadena;Agrupaci¢n;Tipo Establecimiento;Fecha Alta;Ult.Comp.Helados;Total Medios;Armarios;Conservadoras;Vitrinas;Otros;
2866;LORCA;80;JUAN LUIS GALLEGO ;401180267;BUR POLLO HAMBURGUESERIA;30611;;;Conveniencia;COMIDA PREPARADA/ASADORES DE P;31/03/2004;12/05/2026;1;1;0;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401180244;CHIRING. FLAMINGO PACO;30592;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;30/04/2002;12/05/2026;4;1;3;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401427720;FRUTERIA COSTA AFRICA;31964;;;Varios;VARIOS/OTROS NO CLASIFICABLES;04/05/2026;13/05/2026;1;0;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401424955;RTE. BUFFET LIBRE NAGOYA;32809;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;06/04/2026;06/05/2026;1;0;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401414076;24 HORAS DULCE MENTA;32137;;;Impulso Tradicional;TIENDAS DE CHUCHERIAS/FRUTOS S;01/10/2025;13/05/2026;4;1;3;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401406920;12633 E.S.CASI SAN ISIDRO;39560;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;01/05/2025;20/08/2025;1;0;1;0;0;
2866;LORCA;80;JUAN LUIS GALLEGO ;401403410;PKO 24 HORAS INFIERNO;32762;000015235;PKO 24 HORAS;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;01/04/2025;21/04/2026;1;1;0;0;0;
2866;LORCA;02;BARTOLO .;866012910;PADILLA, MERENDERO;2910;000002879;MERENDERO PADILLA;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/01/1998;13/05/2026;5;2;3;0;0;
2866;LORCA;02;BARTOLO .;866012001;LORQUINO, MESON;5933;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/01/1998;07/05/2026;2;0;2;0;0;
2866;LORCA;02;BARTOLO .;866011509;BAR CASINO;10176;;;Bares y Cafeter¡as;BAR Y CAFETERIA;24/01/2006;21/04/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;866011484;BAR LOZANO;1484;;;Bares y Cafeter¡as;BAR Y CAFETERIA;03/01/2007;05/05/2026;2;0;2;0;0;
2866;LORCA;02;BARTOLO .;401297129;SUPER CERVANTES;8993;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;20/07/2020;31/07/2025;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401287470;MULTIPRECIO SUPER OCHO;9385;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;20/02/2020;09/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401274673;COMIDAS LLEVAR LA CAZUELA;6154;;;Conveniencia;COMIDA PREPARADA/ASADORES DE P;24/06/2019;19/09/2025;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401238415;ALIMENTACION BUEN DIA;8191;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;03/05/2018;30/04/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401232638;HOTEL JARDINES DE LA SANT;8136;000015244;QUANTUM ASOCIADOS;Hoteles y Hostales;HOTELES Y HOSTALES;07/03/2018;07/05/2026;2;0;2;0;0;
2866;LORCA;02;BARTOLO .;401220492;SINERGIA DIESEL;8098;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;13/11/2017;08/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401203791;SUPERMERCADO ALAMO;1116;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;18/04/2017;26/03/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401377171;ALIMENTACION XU;5701;000019069;ALIMENTACION XU;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/02/2024;26/02/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401376685;BAR CABRERA;5877;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/02/2024;03/03/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401376566;HIPER NUEVO ORIENTE;5649;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/02/2024;14/03/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401366715;PAK SUPERMERCADOS;8356;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;06/11/2023;16/04/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401363453;HAO HAO BAZAR ALIMENTACIO;8371;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;17/07/2023;25/04/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401353069;CHIRINGUITO;8321;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2023;27/03/2026;2;0;1;1;0;
2866;LORCA;02;BARTOLO .;401351480;CONFITERIA NAVARRO;8333;;;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;01/03/2023;17/07/2025;1;0;0;1;0;
2866;LORCA;02;BARTOLO .;401351406;CLUB DE TENIS LOS ALAMOS;8494;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2023;17/04/2026;5;0;5;0;0;
2866;LORCA;02;BARTOLO .;401341072;VENTA SAN JULIAN;7563;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/11/2022;06/05/2026;1;1;0;0;0;
2866;LORCA;02;BARTOLO .;401338632;PAK DONER KEBAB;8959;;;Bares y Cafeter¡as;HAMBURGUESERIA/KEBAB/FAST FOOD;01/07/2022;24/07/2025;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401329795;SUPERMERCADO LA HOJA;8234;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/04/2022;02/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401324411;CAFETERIA STUDIO 54;8298;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/12/2021;17/12/2025;2;0;2;0;0;
2866;LORCA;02;BARTOLO .;401314874;HONGYINN QI;9524;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/06/2021;04/04/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401310737;PAK SUPERMERCADOS;8960;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;26/04/2021;31/03/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401310483;BOCATERIA EL TEBEO;7491;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2021;03/07/2025;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401307916;ALIMENTACION EL BUEN PREC;8231;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;22/03/2021;04/04/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401307447;CAFETERIA BOX BANK;9500;;;Bares y Cafeter¡as;BAR Y CAFETERIA;15/03/2021;08/05/2026;2;0;1;1;0;
2866;LORCA;02;BARTOLO .;401299204;SUPERMERCADO BP;8229;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;28/09/2020;30/04/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;866011236;JARDINES DE LORCA, HOTEL;1236;000015244;QUANTUM ASOCIADOS;Hoteles y Hostales;HOTELES Y HOSTALES;01/01/1998;12/05/2026;5;0;5;0;0;
2866;LORCA;02;BARTOLO .;866011186;EST.SERVICIO CIUDAD SOL;1186;000010351;ANDAMUR;Conveniencia;ESTACIONES DE SERVICIO / GASOL;30/05/2001;29/04/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;866011091;BOCATERIA ¥AMPA ZAMPA;1091;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;20/04/2005;13/05/2026;3;1;2;0;0;
2866;LORCA;02;BARTOLO .;866010760;BAR LOS GEMELOS;760;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/01/1998;28/10/2025;2;0;2;0;0;
2866;LORCA;02;BARTOLO .;866010455;E.S. EL SARGENTO;455;8660149;DEGESCO, S.L.;Conveniencia;ESTACIONES DE SERVICIO / GASOL;14/07/1999;20/03/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;866010337;VENTA CRISTOBAL;337;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/01/1998;06/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;866010215;ESTACION DE SERV.EUROPA;215;8660149;DEGESCO, S.L.;Conveniencia;ESTACIONES DE SERVICIO / GASOL;30/04/1999;17/04/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;866010087;LA ANTORCHA, PIZZERIA;87;8660136;PAREDES QUI¥ONERO;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/01/1998;24/04/2026;1;1;0;0;0;
2866;LORCA;02;BARTOLO .;401426508;EL TEMPLO;10441;;;Bares y Cafeter¡as;BAR Y CAFETERIA;20/04/2026;;2;0;0;2;0;
2866;LORCA;02;BARTOLO .;401426176;KIOSCO TERCIA;10220;;;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;13/04/2026;08/05/2026;2;1;0;1;0;
2866;LORCA;02;BARTOLO .;401426143;PANADERIA CAMPILLO;10009;;;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;13/04/2026;24/04/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401425877;BAZAR ALIMENTACION LOS HE;10434;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;13/04/2026;22/04/2026;2;0;2;0;0;
2866;LORCA;02;BARTOLO .;401425876;HELADERIA MUSSOS;10433;;;Ocio;HELADERIAS/HORCHATERIAS;01/04/2026;29/04/2026;1;0;0;1;0;
2866;LORCA;02;BARTOLO .;401424326;RESTAURANTE CIUDAD DEL SO;2612;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;26/03/2026;06/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401422201;BAR GEMINIS;10396;;;Bares y Cafeter¡as;BAR Y CAFETERIA;02/03/2026;20/03/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401421380;MARKET DELICIAS NONI;10380;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;23/02/2026;09/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401420782;RESTAURANTE LA PATRONA;6489;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/02/2026;13/05/2026;1;1;0;0;0;
2866;LORCA;02;BARTOLO .;401420696;RESTAURANTE VENTARIQUE;7605;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/02/2026;13/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401417252;WOK SUSHI TORO ;10215;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/12/2025;08/05/2026;2;1;1;0;0;
2866;LORCA;02;BARTOLO .;401417160;TOSTADELIA;9654;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/11/2025;07/02/2026;4;0;3;1;0;
2866;LORCA;02;BARTOLO .;401415364;CLUB DEPORTIVO TORRE DEL ;10445;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/10/2025;02/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401414364;LOS ANGELES AAVV;8442;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/10/2025;;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401413477;ANTOJITOS VALLUNO;10013;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/08/2025;30/04/2026;2;0;1;1;0;
2866;LORCA;02;BARTOLO .;401413224;TODO MARKET ALIMEN.EUROPA;10047;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/08/2025;09/03/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401412493;BAR MEDIEVAL;10011;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/07/2025;12/05/2026;2;0;2;0;0;
2866;LORCA;02;BARTOLO .;401405515;CENTRO SOCIAL COY;10002;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/04/2025;12/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401405142;E.S.P.I.SAPRELORCA HNOS.M;9659;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;01/04/2025;10/04/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401404040;FRATELLO'S NEOTABERNA;9671;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2025;07/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401403327;ALIMENTACION LIN;7278;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/04/2025;02/04/2025;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401402410;ALIMENTACION XU TEATRO GU;9653;000019069;ALIMENTACION XU;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/03/2025;09/03/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401400565;EL ARTE CENTRO;9635;000018993;EL ARTE ALMENARA;Bares y Cafeter¡as;BAR Y CAFETERIA;01/02/2025;13/05/2026;5;1;2;2;0;
2866;LORCA;02;BARTOLO .;401400564;EL ARTE ALMENARA;9634;000018993;EL ARTE ALMENARA;Bares y Cafeter¡as;BAR Y CAFETERIA;01/02/2025;12/05/2026;9;0;8;1;0;
2866;LORCA;02;BARTOLO .;401390554;CLUB PETANCA SAN DIEGO;9026;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/07/2024;24/07/2025;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401381433;EL CHIRINGUITO MARIA;8452;000018356;CHIRINGUITO VELEZ BLANCO/;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/04/2024;08/05/2026;7;1;5;1;0;
2866;LORCA;02;BARTOLO .;401380608;BAR CHAPIRELA;8441;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2024;09/05/2026;2;0;2;0;0;
2866;LORCA;02;BARTOLO .;401379413;RESTAURANTE ALAMEDA;8436;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/03/2024;05/06/2025;2;0;2;0;0;
2866;LORCA;02;BARTOLO .;401377885;TRADY`S LORCA;5970;;;Bares y Cafeter¡as;BAR Y CAFETERIA;26/02/2024;09/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401377722;CANDY SHOP;8569;;;Impulso Tradicional;TIENDAS DE CHUCHERIAS/FRUTOS S;01/02/2024;19/02/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401377250;BAR EL SIBARITA;9463;;;Bares y Cafeter¡as;BAR Y CAFETERIA;12/02/2024;12/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401178283;BAR MANILO;993;;;Bares y Cafeter¡as;BAR Y CAFETERIA;10/08/2016;12/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401171004;CHIRINGUITO EL MARINERO;7781;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/06/2016;08/05/2026;5;2;3;0;0;
2866;LORCA;02;BARTOLO .;401120562;SUPERMERCADO BD;8230;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;16/03/2015;13/04/2026;2;0;2;0;0;
2866;LORCA;02;BARTOLO .;401091614;MANCIO;3428;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/07/2014;12/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401080515;E.S. LA CAMPANA;9660;8660194;ESTACION DE SERV.MUNUERA;Conveniencia;ESTACIONES DE SERVICIO / GASOL;11/04/2014;02/05/2025;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401067282;CAFE ROIS;6778;;;Bares y Cafeter¡as;BAR Y CAFETERIA;14/01/2014;08/05/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401029892;CAFETERIA TURQUESA;3563;;;Bares y Cafeter¡as;BAR Y CAFETERIA;26/03/2013;25/03/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;401025018;ALIMENTACION EUROPA;7977;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;11/02/2013;26/03/2026;1;0;1;0;0;
2866;LORCA;02;BARTOLO .;400997719;BAR ROMERA;710;;;Bares y Cafeter¡as;BAR Y CAFETERIA;07/05/2012;05/05/2026;2;0;2;0;0;
2866;LORCA;02;BARTOLO .;400990782;BAR EL PARQUE;3184;;;Bares y Cafeter¡as;BAR Y CAFETERIA;21/03/2012;13/05/2026;3;0;3;0;0;
2866;LORCA;02;BARTOLO .;400959979;CAFETERIA ZAPPING;1215;8660136;PAREDES QUI¥ONERO;Bares y Cafeter¡as;BAR Y CAFETERIA;04/05/2011;30/04/2026;2;0;2;0;0;
2866;LORCA;02;BARTOLO .;400930248;HELADERIA VENECIA;10444;;;Ocio;HELADERIAS/HORCHATERIAS;14/06/2010;08/05/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401407339;ZIZOU PASTEL;9191;;;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;01/05/2025;13/05/2026;2;0;1;1;0;
2866;LORCA;03;MARTIN MANCHON;401403220;CHIRINGUITO BOA BEACH;6021;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2025;05/05/2026;2;0;2;0;0;
2866;LORCA;03;MARTIN MANCHON;401399253;BARRA 6;7282;;;Bares y Cafeter¡as;BAR Y CAFETERIA;20/01/2025;27/12/2025;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401388300;CHIRINGUITO MISKO;9178;000008918;CANAL NAUTICO;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/06/2024;26/08/2025;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401237358;COMIDAS CASERAS EVAMAR;8111;;;Conveniencia;COMIDA PREPARADA/ASADORES DE P;23/04/2018;24/03/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401233444;CHIRINGUITO ESTRELLA MAR;7589;;;Bares y Cafeter¡as;BAR Y CAFETERIA;15/03/2018;08/05/2026;2;1;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401232191;TRIFULA RISTORANTE BAR;9355;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2018;07/03/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401205562;TUMAKA;9344;;;Bares y Cafeter¡as;BAR Y CAFETERIA;03/05/2017;12/05/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401204039;EXPO BAR;7838;;;Bares y Cafeter¡as;BAR Y CAFETERIA;20/04/2017;05/05/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401198805;E.S. ANIBAL MATALENTISCO;8336;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;08/03/2017;05/05/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401182674;BAR MARCOS;7899;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;12/12/2016;08/04/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401384448;RESTAUR.PARRILA LOS 60;8449;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/05/2024;07/05/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401383718;CARREFOUR EXP MAR DE PULP;70077;B6819;CARREFOUR EXPRESS;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/04/2024;29/08/2025;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401383699;TIJUANA BURGUER S.L.;8450;000008918;CANAL NAUTICO;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2024;30/04/2026;3;1;2;0;0;
2866;LORCA;03;MARTIN MANCHON;401379994;TAPERIA LAUMAR;8438;;;Bares y Cafeter¡as;BAR Y CAFETERIA;18/03/2024;30/04/2026;3;0;3;0;0;
2866;LORCA;03;MARTIN MANCHON;401379397;CHIRINGUITO HENROK;3607;000008918;CANAL NAUTICO;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/03/2024;28/04/2026;2;0;2;0;0;
2866;LORCA;03;MARTIN MANCHON;401376166;RTE.CHINO GRAN MUNDO;8425;;;Restaurantes;RESTAURANTES CHINOS;01/02/2024;05/05/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401373091;CAFETERIA BISOU;2267;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/12/2023;18/04/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401363704;RESTAURANTE ORIENTE;8345;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/07/2023;06/05/2026;1;1;0;0;0;
2866;LORCA;03;MARTIN MANCHON;401352199;BAR EL ENCUENTRO;9570;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2023;12/05/2026;2;0;2;0;0;
2866;LORCA;03;MARTIN MANCHON;401350318;CHIRINGUITO MAR RABIOSA;3528;000017515;CHIRINGUITO MAR  RABIOSA;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/03/2023;08/05/2026;5;1;3;1;0;
2866;LORCA;03;MARTIN MANCHON;401350167;RESTAURANTE DUEM'OS;8965;;;Ocio;CAMPING/PISCINAS/POLIDEPORTIVO;01/03/2023;07/05/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401314945;KIOSCO PLAZA ROBLES VIVES;10315;;;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;01/06/2021;12/05/2026;3;0;2;1;0;
2866;LORCA;03;MARTIN MANCHON;401305758;ASADOR ISLA DEL FRAILE;9428;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;15/02/2021;24/04/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401274656;RESTAURANTE MAXCALY;8340;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;24/06/2019;28/03/2026;4;0;3;1;0;
2866;LORCA;03;MARTIN MANCHON;401269307;KIOSCO LA BAHIA;9263;;;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;06/05/2019;08/05/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401265512;CAFETERIA HELADERIA OCEAN;9105;000009250;FELIPA;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2019;28/04/2026;2;0;2;0;0;
2866;LORCA;03;MARTIN MANCHON;401265461;ALIMENTACION Y MULTIPRECI;9214;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/04/2019;11/04/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401245032;BAHIANA CAFE HELADERIA;9597;;;Bares y Cafeter¡as;BAR Y CAFETERIA;02/07/2018;12/05/2026;6;0;4;2;0;
2866;LORCA;03;MARTIN MANCHON;401175569;CHIRINGUITO LUNA BEACH;7813;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/07/2016;30/08/2025;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401171820;CHIRINGUITO PONIENTE;5254;000012938;CABA¥A Y CALDERON;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;03/06/2016;28/08/2025;6;0;6;0;0;
2866;LORCA;03;MARTIN MANCHON;401168539;CAFETERIA BAMBOO;10358;;;Bares y Cafeter¡as;BAR Y CAFETERIA;10/05/2016;13/05/2026;2;0;1;1;0;
2866;LORCA;03;MARTIN MANCHON;401160768;RESTAURANTE NAUTICO;7100;000003793;LA TASCA;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;04/03/2016;23/04/2026;2;0;2;0;0;
2866;LORCA;03;MARTIN MANCHON;401136362;TERRAZA DELICIAS;7523;;;Bares y Cafeter¡as;BAR Y CAFETERIA;27/07/2015;04/09/2025;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401129562;CHIRINGUITO LAS DELICIAS;6907;;;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;20/05/2015;04/09/2025;3;0;3;0;0;
2866;LORCA;03;MARTIN MANCHON;401117598;BAR LA FRONTERA;8307;;;Bares y Cafeter¡as;BAR Y CAFETERIA;03/02/2015;12/05/2026;4;1;3;0;0;
2866;LORCA;03;MARTIN MANCHON;401012054;TIENDA CHINA;3327;8660172;FERNANDEZ TORREGLOSA;Varios;VARIOS/OTROS NO CLASIFICABLES;02/07/2012;14/04/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;400987369;RTE.CHINO FU ZAOU CHAOU;9283;000007710;ALIMENTACION FULE;Restaurantes;RESTAURANTES CHINOS;28/02/2012;12/05/2026;1;1;0;0;0;
2866;LORCA;03;MARTIN MANCHON;400974461;24 HORAS EL BUDA;7540;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;24/11/2011;13/05/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;400970568;RECEPCION TIENDA CAMPING;2123;000003793;LA TASCA;Ocio;CAMPING/PISCINAS/POLIDEPORTIVO;27/07/2011;07/04/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;400962768;PAND.PEREZ MAR RABIOSA;1581;000006866;PANAD.PASTELERIA PEREZ;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;24/05/2011;08/08/2025;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;400918477;CASA PEPE;7122;000011776;BAR CASA PEPE;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;02/04/2010;22/04/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;400851267;KIOSCO CALABARDINA;4078;000004174;JOSE CAMPOS;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;23/06/2009;09/09/2025;4;0;4;0;0;
2866;LORCA;03;MARTIN MANCHON;400820212;FRANKFURT MOR MAR;4162;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;04/12/2008;08/05/2026;5;1;4;0;0;
2866;LORCA;03;MARTIN MANCHON;400806432;PENSION RTE.VENTA TEBAR;8204;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;05/06/2008;06/03/2026;3;0;3;0;0;
2866;LORCA;03;MARTIN MANCHON;866015969;DELFIN 1, HELADERIA;5969;;;Ocio;HELADERIAS/HORCHATERIAS;28/02/1998;06/05/2026;3;0;3;0;0;
2866;LORCA;03;MARTIN MANCHON;866015939;CAFE BAR LOS CA¥OS;3200;;;Bares y Cafeter¡as;BAR Y CAFETERIA;18/06/2003;06/05/2026;2;1;1;0;0;
2866;LORCA;03;MARTIN MANCHON;866015811;CHIRINGUITO CANAL NAUTICO;9636;000008918;CANAL NAUTICO;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;27/04/2004;12/05/2026;3;0;3;0;0;
2866;LORCA;03;MARTIN MANCHON;866015670;ESTACION DE SERVICIO GOS;5670;8660149;DEGESCO, S.L.;Conveniencia;ESTACIONES DE SERVICIO / GASOL;22/03/2005;20/03/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;866014313;MAR SERENA, KIOSCO;8348;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;18/01/1998;12/05/2026;4;1;3;0;0;
2866;LORCA;03;MARTIN MANCHON;866011106;MESON PEPA;7939;8660159;MESON PEPA Y GALDEANO, S.;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/01/1998;13/05/2026;7;2;5;0;0;
2866;LORCA;03;MARTIN MANCHON;866010858;CALABARDINA, RTE;858;000004174;JOSE CAMPOS;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/01/1998;08/05/2026;3;0;3;0;0;
